,Title,Series or Movie,COUNTRY,Release Date,GENRE,VALUE,Genre_all,Tags,Languages,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,Production House,Summary,IMDb Votes
1206,vanhelsing,Movie,United States,2004-05-06,Fantasy,121,"Action, Drama, Fantasy, Horror","US TV Programmes,TV Dramas,TV Action & Adventure,TV Programmes,TV Sci-Fi & Fantasy,TV Horror",English,3.1,"Iceland,India,Germany,Portugal,Lithuania,Russia,Czech Republic,Slovakia,Hungary,South Africa,Greece,Romania,Israel,Singapore,Hong Kong,United Kingdom,Canada,Australia,Switzerland,Netherlands,Belgium,Sweden,Brazil,France,Spain,Poland,Mexico,Argentina,South Korea,United States,Japan,Italy,Thailand,Turkey,Malaysia,Colombia",< 30 minutes,,,"Vincent Gale, Aleks Paunovic, Jonathan Scarfe, Kelly Overton",TV-14,6.2,,,22.0,53.0,,2016-12-17,,"After three years in a coma, Vanessa awakens to a world ravaged by vampires. Now, she and a motley band of fellow survivors fight to stay alive.",17929.0
1207,iamvengeanceretaliation,Movie,United Kingdom,2020-02-29,Action,120,Action,"Action & Adventure,Action & Adventure,British Movies,British Movies",English,6.2,"United States,Canada,United Kingdom",1-2 hour,Ross Boyask,Ross Boyask,"Jacob Anderton, Vinnie Jones, Stu Bennett, Sam Benjamin",R,3.4,,,,,,2020-11-03,,"To clear his criminal record, an ex-special forces soldier agrees to lead a team to retrieve a double-crossing mercenary and deliver him to justice.",900.0
1208,fixus,Movie,,,,120,,"Romantic Dramas,African Films,Showbiz Dramas,Dramas,Romantic Films",,,South Africa,1-2 hour,,,,,,,,,,,2020-08-03,,Three actresses must each resolve their conflicting romances to prevent their personal drama from going public and wrecking their careers.,
1209,themillions,Movie,Nigeria,2019-08-30,Drama,120,"Comedy, Thriller","African Movies,Crime Comedies,Crime Movies,Comedies,Heist Movies,Nollywood Movies,International Comedies",English,7.7,"Lithuania,Russia,United Kingdom,Slovakia,Australia,South Africa,France,Iceland,Japan,Spain,Czech Republic,Portugal,Germany,Mexico,India,Hungary,Switzerland,Canada,Argentina,Hong Kong,Singapore,Greece,Belgium,Sweden,Thailand,United States,Poland,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",1-2 hour,"Toka McBaror, Tunde Apalowo",Tunde Apalowo,"Etinosa Idemudia, Toyin Abraham, Blossom Chukwujekwu, Folusho Kayode Durojaiye",TV-MA,5.5,,,,,,2020-07-17,,"To pull off a massive heist, a charismatic con artist attempts to rob a fortified home with the help of a team he cant completely trust.",28.0
1210,phirherapheri,Movie,India,2006-06-09,Comedy,120,"Comedy, Crime","Comedies,Music & Musicals,Musicals,Crime Comedies,Bollywood Films,Crime Films,Indian Films,Hindi-language Films",Hindi,3.4,"United Kingdom,Lithuania,Russia,Mexico,India,Czech Republic,Germany,United States,Australia,Poland,Hong Kong,Japan,France,Canada,Singapore,Spain,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Hungary,Brazil,Italy,South Africa,Iceland,Portugal,Israel,Netherlands,Colombia,Romania",> 2 hrs,Neeraj Vora,Neeraj Vora,"Bipasha Basu, Akshay Kumar, Paresh Rawal, Sunil Shetty",,6.9,67.0,,1.0,2.0,,2017-07-18,A.G. Films,"Driven by greed, three rich friends seek to double their wealth and find themselves indebted to a ruthless gangster.",18188.0
1211,catwoman,Movie,United States,2004-07-23,Superhero,120,"Action, Crime, Fantasy","Comic Book and Superhero Movies,Action Thrillers,Adventures,Action & Adventure","English, Spanish",1.2,"Hungary,Czech Republic,Lithuania,Poland,Slovakia,Romania",1-2 hour,Pitof,"Michael Ferris, John Brancato, Theresa Rebeck, John Rogers, Bob Kane","Lambert Wilson, Sharon Stone, Benjamin Bratt, Halle Berry",PG-13,3.4,9.0,27.0,13.0,8.0,"$40,202,379",2016-01-01,"Warner Brothers, Village Roadshow Prod.","Liquidated after discovering a corporate conspiracy, a woman is resurrected and endowed with feline skills, which she uses to become a vigilante.",111330.0
1212,liverleaf,Movie,Japan,2018-04-07,Horror,119,Horror,"Horror Movies,Thriller Movies,Gory Horror Movies,Japanese Movies",Japanese,7.8,Japan,1-2 hour,Eisuke Naitô,"Miako Tadano, Rensuke Oshikiri","Rinka Ôtani, Hiroya Shimizu, Anna Yamada, Rena Ôtsuka",Not Rated,6.2,,,,,,2020-06-11,,"School bullies make Harukas life hell when she transfers to a nowhere town. After an unforgivable incident, violence is her only possible response.",606.0
1213,hyena,TV,South Korea,2020-02-21,Drama,119,"Drama, Romance","TV Dramas,Korean TV Shows,Romantic TV Dramas",Korean,8.6,"South Africa,Argentina,Iceland,Australia,Thailand,Russia,South Korea,Singapore,Hong Kong,India,Lithuania,United Kingdom,Canada,Mexico,Slovakia,Turkey,Greece,Switzerland,Spain,France,Romania,Czech Republic,Belgium,Portugal,Japan,Poland,Sweden,Hungary,Germany,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,,"Ju Ji-Hoon, Jun Suk-ho, Kim Hye-su, Kyeong-Yeong Lee",,7.8,,,1.0,8.0,,2020-02-21,,"To survive in a dog-eat-dog world, two rival lawyers with high-class clientele tear apart anything that stands in the way of their ambitions.",502.0
1214,sunderlandtilidie,TV,United Kingdom,2018-12-14,Documentary,119,"Documentary, Sport","British TV Shows,Docuseries,Documentaries,Social & Cultural Docs,Sports Documentaries,TV Shows",English,5.7,"Israel,Lithuania,Brazil,Mexico,Spain,Romania,United Kingdom,Switzerland,Canada,Belgium,Hong Kong,Greece,Argentina,United States,Australia,France,South Korea,Singapore,Russia,Japan,Netherlands,Poland,Czech Republic,Sweden,India,Germany,Slovakia,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,,"Aiden McGeady, Gary Bennett, Nick Barnes, George Honeyman",TV-MA,8.1,,,,,,2018-12-14,,This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,6706.0
1215,hitman,Movie,France,2007-11-21,Thriller,119,"Action, Crime, Thriller","Crime Films,Crime Action,Action,Action Thrillers,Action & Adventure","English, Russian, Serbo-Croatian",2.1,"South Korea,France,Switzerland,Hong Kong,Thailand,Germany,Singapore,Malaysia",1-2 hour,Xavier Gens,Skip Woods,"Robert Knepper, Dougray Scott, Olga Kurylenko, Timothy Olyphant",R,6.3,28.0,35.0,2.0,,"$39,687,694",2015-04-14,"Red Duck Films, Right Hand Man Films","When a gun for hire gets tangled in a political takeover, he tries to uncover who set him up while battling newfound feelings for a beautiful woman.",161042.0
1216,derrygirls,TV,United Kingdom,2018-01-04,Comedy,118,Comedy,"British TV Shows,TV Shows,TV Comedies,Teen TV Shows,Sitcoms",English,4.2,"Israel,Lithuania,Brazil,Mexico,Romania,Spain,Switzerland,Canada,Belgium,Greece,Hong Kong,Argentina,United States,France,Australia,Japan,South Korea,Netherlands,Russia,Singapore,Czech Republic,Poland,India,Sweden,Germany,Slovakia,Portugal,South Africa,Iceland,Italy,Thailand,United Kingdom,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,Lisa McGee,"Louisa Harland, Saoirse-Monica Jackson, Jamie-Lee O'Donnell, Nicola Coughlan",TV-MA,8.4,,,7.0,13.0,,2018-12-21,,"Amidst the political conflict of Northern Ireland in the 1990s, five high school students square off with the universal challenges of being a teenager.",21116.0
1217,deathcanwait,Movie,Colombia,2020-01-01,Comedy,117,"Short, Mystery","Comedies,Colombian Movies,International Comedies,Latin American Movies",English,8.9,"Russia,Poland,Hungary,Slovakia,Germany,Lithuania,United Kingdom,Portugal,Sweden,Spain,Switzerland,India,Canada,France,Czech Republic,Iceland,Turkey,Romania,Belgium,Mexico,Thailand,Argentina,South Africa,Australia,Japan,Hong Kong,Singapore,Greece,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",1-2 hour,David Olof Svedberg,David Olof Svedberg,"Dave Duffy, Johnny Williamson, Conor Murphy",,7.8,,,,,,2020-05-02,,"After learning he may die soon, a modest accountant pulls off a shady money scheme and heads to Europe, where hes faced with a life-or-death situation.",5.0
1218,whenthecamelliablooms,TV,South Korea,2019-09-18,Comedy,117,"Comedy, Drama, Romance, Thriller","TV Comedies,Romantic TV Shows,Korean TV Shows,TV Dramas,Romantic TV Dramas,Romantic Favorites",Korean,8.3,"Iceland,South Africa,Czech Republic,Australia,South Korea,Russia,Hong Kong,Singapore,Greece,India,Lithuania,Romania,United Kingdom,Canada,Slovakia,Thailand,Mexico,Switzerland,Poland,France,Sweden,Belgium,Portugal,Germany,Spain,Argentina,Hungary,Turkey,Japan,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,,"Oh Jeong-Se, Ji-seok Kim, Hyo-Jin Kong, Kang Ha-Neul",,8.0,,,10.0,6.0,,2019-09-18,,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her.",1435.0
1219,getout,Movie,United States,2017-02-24,Horror,117,"Horror, Mystery, Thriller","Horror Movies,Award-winning Movies,Thrillers,Independent Movies,Independent Thrillers,Oscar-winning Movies,Spoofs & Satires",English,4.3,"Belgium,Netherlands,Spain",1-2 hour,Jordan Peele,Jordan Peele,"Catherine Keener, Allison Williams, Bradley Whitford, Daniel Kaluuya",R,7.7,98.0,85.0,151.0,199.0,"$176,040,665",2018-10-25,"Universal Pictures, QC Entertainment, Blumhouse Productions","Chris, who is black, is anxious about meeting his white girlfriends parents at their country estate. They seem nice but still, they creep him out.",495103.0
1220,theeve,Movie,United States,2014-08-15,Horror,117,"Horror, Thriller","Romantic Dramas,African Films,Romantic Comedies,Dramas,Comedies,Romantic Films,Nollywood Films",English,7.5,"United Kingdom,Canada,South Africa",1-2 hour,Ritchie Steven Filippi,Evan Bass,"Al Thompson, Miranda Noelle Wilson, María DiDomenico, Evan Bass",Not Rated,4.1,67.0,,,,,2020-10-14,Transcendental Pictures,"At an epic beach bachelor party thrown by his buddies, a groom-to-be meets a lovely stranger who makes him rethink the meaning of life, and true love.",344.0
1221,corpsebride,Movie,United States,2005-09-15,Animated,117,"Animation, Drama, Family, Fantasy, Musical, Romance","Sci-Fi & Fantasy,Fantasy,Children & Family Films,Musicals,Kids&#39; Music,Music & Musicals,Family Sci-Fi & Fantasy",English,4.0,"Mexico,United Kingdom,France,Japan,Switzerland,Belgium,Brazil,Australia,Argentina,Sweden,Colombia,Italy",1-2 hour,"Mike Johnson, Tim Burton","Caroline Thompson, John August, Pamela Pettler, Carlos Grangel, Tim Burton","Johnny Depp, Tracey Ullman, Helena Bonham Carter, Emily Watson",PG,7.3,84.0,83.0,9.0,30.0,"$53,359,111",2015-04-14,"Warner Bros., Will Vinton Studios, Tim Burton Animation Co.","Just as hes about to be married, Victor is sucked into the underworld by a Corpse Bride who desires him for herself in this Tim Burton tale.",246136.0
1222,prisoners,Movie,United States,2013-09-21,Thriller,117,"Crime, Drama, Mystery, Thriller","Crime Films,Dramas,Thrillers,Crime Thrillers,Crime Dramas,Psychological Thrillers,Mysteries,US Movies",English,3.9,"United Kingdom,Romania,Thailand,Hungary,Czech Republic,Germany,Singapore,Slovakia,Sweden",> 2 hrs,Denis Villeneuve,Aaron Guzikowski,"Jake Gyllenhaal, Viola Davis, Hugh Jackman, Maria Bello",R,8.1,81.0,70.0,10.0,38.0,"$61,002,302",2015-04-14,"8:38 Productions, Madhouse Entertainment","When his 6-year-old daughter is abducted and the investigation stalls, carpenter Keller Dover tracks down the culprit himself.",603654.0
1223,manofsteel,Movie,United States,2013-06-12,Superhero,117,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action,Blockbuster Movies,Adventures,Action & Adventure,Comic Book and Superhero Films,Sci-Fi Adventure,Blockbuster Action & Adventure,Sci-Fi,US Movies",English,3.0,"Hungary,Russia,Romania,Belgium,France,Portugal,Netherlands,Spain,Czech Republic,Israel,Germany,Poland,Sweden,Turkey,Hong Kong,South Korea,India,Lithuania,Greece",> 2 hrs,Zack Snyder,"Joe Shuster, David S. Goyer, Christopher Nolan, Jerry Siegel","Henry Cavill, Amy Adams, Michael Shannon, Diane Lane",PG-13,7.0,56.0,55.0,7.0,46.0,"$291,045,518",2015-04-14,"Syncopy, Warner Bros.","Reporter Clark Kent must keep his powers hidden from the world, but when an evil general plans to destroy Earth, the Man of Steel springs into action.",693002.0
1224,horridhenrysgrossdayout,Movie,United Kingdom,2020-09-20,Animated,116,"Animation, Comedy, Family, Fantasy, Music","Children & Family Movies,Comedies,Movies Based on Books,British Movies,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures",English,7.8,"Russia,Lithuania,South Africa,India,Czech Republic,Germany,Mexico,United States,Australia,Poland,Hong Kong,Japan,France,Spain,Singapore,Argentina,Greece,Switzerland,Slovakia,Sweden,Thailand,Belgium,Turkey,Malaysia,Hungary,Brazil,Netherlands,Italy,Iceland,Portugal,Israel,Canada,United Kingdom,Colombia,Romania",1-2 hour,,Holly Lyons,"Tamsin Heatley, Aidan Cook, Lizzie Waterworth, Emma Tate",TV-Y7,6.2,,,,1.0,,2020-09-20,,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon â€” and his favorite characters come to life!",648.0
1225,thebattleroartovictory,Movie,South Korea,2019-08-07,Drama,116,"Action, Drama, History, War","Action & Adventure,Military Action & Adventure,Korean Movies,Period Pieces,Blockbuster Action & Adventure","Korean, Japanese",8.5,South Korea,> 2 hrs,Shin-yeon Won,Cheon Jin-woo,"Jun-Yeol Ryu, Hae-Jin Yoo, Kazuki Kitamura, Woo-jin Jo",TV-MA,6.0,88.0,,3.0,8.0,,2020-08-02,,Villagers put down shovels and pick up shotguns in the first victorious battle for Korean independence fighters in 1920. Based on a true story.,491.0
1226,drunkparents,Movie,United States,2019-02-08,Comedy,116,Comedy,Comedies,"English, Spanish, German",2.8,United States,1-2 hour,Fred Wolf,"Fred Wolf, Peter Gaulke","Jim Gaffigan, Alec Baldwin, Salma Hayek, Joe Manganiello",R,3.9,0.0,,,,,2019-09-07,"Vertical Entertainment, Brillstein Entertainment Partners",Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.,6284.0
1227,deadwind,TV,Finland,2018-03-14,Crime,116,"Crime, Drama, Mystery, Thriller","TV Thrillers,TV Shows,TV Dramas,Crime TV Dramas,Crime TV Shows","Finnish, German, English",5.5,"Israel,Lithuania,Brazil,Spain,Canada,United Kingdom,United States,Hong Kong,Australia,Germany,Russia,Czech Republic,Singapore,Poland,Sweden,Netherlands,India,Slovakia,Japan,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Argentina,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,France,Malaysia,Colombia",< 30 minutes,,"Jari Olavi Rantala, Rike Jokela, Kirsi Porkka","Noa Tola, Lauri Tilkanen, Mimosa Willamo, Pihla Viitala",TV-MA,7.2,,,1.0,2.0,,2018-08-23,,"Just months after a tragic loss, detective Sofia Karppi investigates the murder of a woman with ties to a Helsinki construction company.",6274.0
1228,jigsaw,Movie,United States,2017-10-20,Horror,116,"Crime, Horror, Mystery, Thriller","Slasher and Serial Killer Movies,Horror Movies,US Movies,Gory Horror Movies",English,2.2,"South Korea,Romania,Hungary,Japan,Belgium,Czech Republic,Poland,Argentina,Turkey,Mexico,Slovakia,Netherlands,Colombia",1-2 hour,"Michael Spierig, Peter Spierig","Josh Stolberg, Pete Goldfinger","Tobin Bell, Hannah Emily Anderson, Callum Keith Rennie, Matt Passmore",R,5.8,33.0,39.0,,,"$38,052,832",2018-08-19,Twisted Pictures,A string of murders around town shocks investigators when all the evidence points to a serial killer who’s been dead for years.,69006.0
1229,friday,Movie,United States,1995-04-26,Comedy,116,"Comedy, Drama","Comedies,Russian Movies",English,3.2,Russia,1-2 hour,F. Gary Gray,"Ice Cube, DJ Pooh","Ice Cube, Chris Tucker, Tom Lister Jr., Nia Long",R,7.3,,54.0,1.0,5.0,"$27,467,564",2020-12-09,Zebra,"On a dare, a wealthy businessman poses as a waiter for a night at a club — but to win the bet, hell need to appease partygoers and earn some big tips.",100390.0
1230,pathfinder,Movie,United States,2007-01-11,Adventure,116,"Action, Adventure, Drama, Thriller, War","Action & Adventure,Adventures,Action Movies","English, Icelandic",1.6,"Switzerland,Hong Kong,Thailand,Germany,Singapore,Malaysia",1-2 hour,Marcus Nispel,"Nils Gaup, Laeta Kalogridis","Clancy Brown, Russell Means, Moon Bloodgood, Karl Urban",R,5.4,10.0,29.0,,1.0,"$10,232,081",2019-02-15,"Phoenix Pictures, Vinland Productions Canada Inc.","In the wake of a battle between Norsemen and Native Americans, a Viking boy is left behind and raised by the tribe his kinfolk had brutally attacked.",42616.0
1231,theruins,Movie,Germany,2008-04-02,Horror,116,"Adventure, Fantasy, Horror, Mystery, Sci-Fi, Thriller","Supernatural Horror Movies,Horror Movies,Movies Based on Books,US Movies","English, Maya, Spanish, Greek, German",2.5,"Japan,India",1-2 hour,Carter Smith,Scott B. Smith,"Shawn Ashmore, Jena Malone, Laura Ramsey, Jonathan Tucker",R,5.9,48.0,44.0,,7.0,"$17,432,844",2020-04-01,Red Hour Films,An idyllic vacation in Cancun takes a dangerous turn for four young Americans when a mysterious tourist persuades them to join an archaeological dig.,70544.0
1232,crowsepisodezero,Movie,,,,115,"Action, Comedy, Crime","International Movies,Action & Adventure,Crime Action & Adventure,Action Thrillers,Gangster Movies,Japanese Movies,International Action & Adventure",Japanese,4.9,Japan,> 2 hrs,Takashi Miike,"Hiroshi Takahashi, Shôgo Mutô","Kenta Kiritani, Kyôsuke Yabe, Shun Oguri, Meisa Kuroki",,7.1,77.0,,,3.0,,2018-12-18,Tokyo Broadcasting System (TBS),"Genji, a gangsters son, enrolls in a violent high school where he sets out to fight his way to dominance and unite the schools gangs under his rule.",7576.0
1233,onedayjusticedelivered,Movie,India,2019-07-05,Crime,115,"Action, Crime, Thriller","Crime Dramas,Crime Movies,Bollywood Movies,Dramas,Hindi-Language Movies,Indian Movies,Police Movies,Police Dramas,International Dramas",Hindi,5.7,"Russia,Poland,Sweden,Hungary,Germany,Lithuania,France,Czech Republic,Iceland,Turkey,Romania,Belgium,Portugal,Switzerland,Mexico,Thailand,Canada,United Kingdom,Argentina,South Africa,India,Australia,Japan,Hong Kong,Spain,Greece,Singapore,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,Ashok Nanda,Alaukik Rahi,"Esha Gupta, Kumud Mishra, Zakir Hussain, Anupam Kher",,5.5,0.0,,,,,2020-05-03,,"A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate.",1370.0
1234,fantasticfour,Movie,United States,2015-08-07,Superhero,115,"Action, Adventure, Sci-Fi","Action Sci-Fi & Fantasy,Family Sci-Fi & Fantasy,Children & Family Movies,Sci-Fi Adventure,Adventures,Family Features,Action & Adventure,Movies for ages 11 to 12,Sci-Fi & Fantasy,Comic Book and Superhero Movies,Blockbuster Action & Adventure,US Movies","English, Spanish",1.3,"Thailand,Hong Kong,South Korea,Singapore,Malaysia",1-2 hour,"Josh Trank, Stephen E. Rivkin","Josh Trank, Jeremy Slater, Simon Kinberg, Jack Kirby, Stan Lee","Jamie Bell, Michael B. Jordan, Kate Mara, Miles Teller",PG-13,4.3,9.0,27.0,8.0,5.0,"$56,117,548",2016-05-01,"Kinberg Genre, TSG Entertainment, Twentieth Century Fox, Marvel Entertainment, Moving Picture Company, Constantin Film, Marv Films",A team of scientists accidentally enhanced with superhuman abilities must use their powers to battle a megalomaniac supervillain threatening Earth.,152823.0
